player_id,games,total_points,avg_points,avg_finish,top_9_rate,top_20_rate,top_30_rate,made_top_30_games,near_top_30_bubble_games,top_30_bubble_avg_points,top_30_bubble_conversion_rate,points_per_top_30,bubble_score
Fara,1,0.0,0.0,70.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
FireSnail636,1,0.0,0.0,89.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
FizMatXimik,1,0.0,0.0,86.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Ginger,1,0.0,0.0,81.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Gluckspilz8,1,0.0,0.0,74.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Graff,1,0.0,0.0,62.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Groove,1,0.0,0.0,59.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Grotesque,1,0.0,0.0,138.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Halo,1,0.0,0.0,56.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Holmes,1,0.0,0.0,37.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Holyes,1,0.0,0.0,124.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Ilia M,2,0.0,0.0,75.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Irina,1,0.0,0.0,91.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Ivanjmj,1,0.0,0.0,38.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
JhonyCash,1,0.0,0.0,102.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Jordan,1,0.0,0.0,51.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
JuZa,1,0.0,0.0,42.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Jumamba12,1,0.0,0.0,66.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
KLO,1,0.0,0.0,41.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Kamilaushaeva,1,0.0,0.0,54.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Kapukatya,1,0.0,0.0,60.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Kent,1,0.0,0.0,31.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0
Kepeeshman,1,0.0,0.0,34.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0
Kerbi,1,0.0,0.0,71.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Kety,1,0.0,0.0,92.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Khan,1,0.0,0.0,131.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Khizir.V,1,0.0,0.0,79.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Kichatov,1,0.0,0.0,42.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Killcoin,1,0.0,0.0,63.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Killreal,1,0.0,0.0,55.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Kiselka,1,0.0,0.0,72.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Kosmo74,1,0.0,0.0,77.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Ksu666,2,0.0,0.0,81.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
LPZ18,1,0.0,0.0,70.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Loosars,5,0.0,0.0,94.8,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Luter,1,0.0,0.0,107.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
M1kayt,1,0.0,0.0,35.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0
MYDAK,1,0.0,0.0,52.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Malinskaya,1,0.0,0.0,93.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Manhattan,1,0.0,0.0,41.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Mar_u_shka,1,0.0,0.0,59.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Margaery_ZHU,1,0.0,0.0,35.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0
Marina7,1,0.0,0.0,77.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Mark,1,0.0,0.0,36.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Maurdihen,1,0.0,0.0,40.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Me1man77,1,0.0,0.0,56.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Milana_Xam,1,0.0,0.0,47.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Mitzy,1,0.0,0.0,33.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0
NEVERLUCKY,2,0.0,0.0,99.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Natasha_fsb,1,0.0,0.0,97.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Nell,1,0.0,0.0,69.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Nemo,1,0.0,0.0,85.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Nika,1,0.0,0.0,69.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Nikolay,1,0.0,0.0,43.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Nikoshka,1,0.0,0.0,98.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
NumberCat,3,0.0,0.0,80.33333333333333,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
OkiAnna,1,0.0,0.0,80.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Olga Sheil,1,0.0,0.0,59.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Pasha2796,1,0.0,0.0,71.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Pedal9l,2,0.0,0.0,88.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Pikachu,1,0.0,0.0,97.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Retik,1,0.0,0.0,51.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Riteral,1,0.0,0.0,50.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Ryumon_Hozukimaruu,1,0.0,0.0,34.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0
SPiRiT,1,0.0,0.0,88.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Sabina,1,0.0,0.0,43.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Schwepp1S,1,0.0,0.0,71.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Sendre,1,0.0,0.0,102.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
ShamPussy,1,0.0,0.0,55.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Sokrat_Ab,1,0.0,0.0,40.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Son_Ton,1,0.0,0.0,31.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0
SuD,2,0.0,0.0,89.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Svetab,1,0.0,0.0,63.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Tanyashl,1,0.0,0.0,62.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Tim19,1,0.0,0.0,66.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Toga,1,0.0,0.0,58.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Treverism,1,0.0,0.0,127.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Vadim,1,0.0,0.0,60.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Vary,1,0.0,0.0,68.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Vii,1,0.0,0.0,61.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Vikki,1,0.0,0.0,57.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Virt Ceo,1,0.0,0.0,95.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Vitos2049,2,0.0,0.0,73.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Volodnika,1,0.0,0.0,112.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
WHATSWRONGib,2,0.0,0.0,85.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Yana,1,0.0,0.0,108.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Yandi,8,0.0,0.0,56.125,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0
Zack,1,0.0,0.0,43.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Zoron,1,0.0,0.0,61.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Zubrilliant,1,0.0,0.0,75.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
aisel,1,0.0,0.0,57.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
alinaadmv,1,0.0,0.0,76.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
arteminil,1,0.0,0.0,104.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
avdoda,1,0.0,0.0,73.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
averagemorningstarenjoyer,1,0.0,0.0,86.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
avomerfe,1,0.0,0.0,64.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
bogdansskii,2,0.0,0.0,68.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
bron,1,0.0,0.0,63.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
chilly,1,0.0,0.0,35.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0
chinaonetown,2,0.0,0.0,71.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
cloudromeo,2,0.0,0.0,102.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
damashniy,1,0.0,0.0,80.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
ddv,1,0.0,0.0,56.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
denisyoung04,1,0.0,0.0,71.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
deps,1,0.0,0.0,114.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
dnaskila,2,0.0,0.0,118.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
dpolyaa,1,0.0,0.0,58.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
dryagar,1,0.0,0.0,130.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
dwq,1,0.0,0.0,101.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
edimerfi,1,0.0,0.0,73.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
eff1002,1,0.0,0.0,78.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
egorzubkovv,1,0.0,0.0,76.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
etovadikk,1,0.0,0.0,49.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
fe1k,1,0.0,0.0,69.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
frida_hk,1,0.0,0.0,72.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
frlvmaria,1,0.0,0.0,103.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
glava9,1,0.0,0.0,83.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
hachatur,1,0.0,0.0,49.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
hobra1king,1,0.0,0.0,91.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
igor forehand,1,0.0,0.0,93.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
inteuis,1,0.0,0.0,74.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
ira_karpova,1,0.0,0.0,85.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
ivolodya,1,0.0,0.0,95.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
juliezh,1,0.0,0.0,65.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
katerina_boc,1,0.0,0.0,68.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
kavun_prime,1,0.0,0.0,69.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
kciNik,1,0.0,0.0,57.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
kirp4712,1,0.0,0.0,44.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
kolohaa,1,0.0,0.0,48.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
kornaakov,1,0.0,0.0,42.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
kosty_mlg,1,0.0,0.0,66.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
ksellym,1,0.0,0.0,44.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
lanz8,3,0.0,0.0,101.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
lifechampagne,2,0.0,0.0,40.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
limbo,1,0.0,0.0,37.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
makarp_1405,1,0.0,0.0,60.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
mariaromanovna663,1,0.0,0.0,123.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
markiza1401,1,0.0,0.0,38.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
maxim_galeev,1,0.0,0.0,73.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
millypoppins,3,0.0,0.0,94.33333333333333,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
mmrrll,1,0.0,0.0,66.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
moodellas,1,0.0,0.0,77.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
moz1lo_jr,1,0.0,0.0,48.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
mrCelviano,3,0.0,0.0,55.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
mrsMarivanna,1,0.0,0.0,34.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0
msbxmx,2,0.0,0.0,85.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
nevsskii,1,0.0,0.0,98.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
nik_zverev,1,0.0,0.0,54.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
nkuraevv,1,0.0,0.0,63.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
notefa,1,0.0,0.0,78.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
ns_sh,1,0.0,0.0,80.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
nsa,1,0.0,0.0,75.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
okiyumi,2,0.0,0.0,74.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
ollyapgk,1,0.0,0.0,83.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
onedrakeo,1,0.0,0.0,67.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
over9000mmr,1,0.0,0.0,85.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
pavel,1,0.0,0.0,92.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
pеtr32,1,0.0,0.0,46.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
roman_1_2_3,1,0.0,0.0,94.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
romanchik2000,1,0.0,0.0,85.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
rus210385,1,0.0,0.0,74.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
sako,1,0.0,0.0,88.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
set,2,0.0,0.0,125.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
skr_anton,1,0.0,0.0,78.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
steyk,1,0.0,0.0,82.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
stil9ger,3,0.0,0.0,50.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
svyatophor,2,0.0,0.0,115.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
t1m,1,0.0,0.0,114.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
tdd_miis,1,0.0,0.0,122.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
twewefe,1,0.0,0.0,69.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
vad1m09473,4,0.0,0.0,95.75,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
vadim123,1,0.0,0.0,45.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
veronesss,2,0.0,0.0,77.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
vig,1,0.0,0.0,97.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
viktorHQC,1,0.0,0.0,67.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
whitecurly_rr,2,0.0,0.0,80.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
willy </3,1,0.0,0.0,38.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
xairullah,5,0.0,0.0,59.6,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
xiolloix,2,0.0,0.0,100.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
yashnka,1,0.0,0.0,119.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
ywmoxd,4,0.0,0.0,101.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Адольф,1,0.0,0.0,45.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Акоп,1,0.0,0.0,52.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Алексей,1,0.0,0.0,99.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Алина П.,1,0.0,0.0,84.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Альфред,1,0.0,0.0,52.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Анна Мария Гансалез,1,0.0,0.0,33.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0
Аннэтт,1,0.0,0.0,33.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0
Аня,1,0.0,0.0,82.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Артанис,1,0.0,0.0,83.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Балуюсь,1,0.0,0.0,113.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Бандэрос,1,0.0,0.0,58.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Бимба,1,0.0,0.0,111.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Бутербродский,1,0.0,0.0,54.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Гела,1,0.0,0.0,45.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Георгий,1,0.0,0.0,109.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Гонзалес,2,0.0,0.0,89.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Госпожа,1,0.0,0.0,68.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Даша 12 см,1,0.0,0.0,70.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Деккуш,1,0.0,0.0,90.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Ильдар,1,0.0,0.0,106.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Илья,1,0.0,0.0,114.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Император,1,0.0,0.0,61.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Кальян,2,0.0,0.0,32.5,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0
Катала,1,0.0,0.0,39.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Катальня,1,0.0,0.0,34.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0
Катюха,1,0.0,0.0,48.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Кинг К.Роль,1,0.0,0.0,107.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Комарик,1,0.0,0.0,66.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Котяра,1,0.0,0.0,42.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Кубус,1,0.0,0.0,35.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0
Лиза,1,0.0,0.0,40.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Лина,1,0.0,0.0,50.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Лудоман,1,0.0,0.0,93.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Лука,1,0.0,0.0,45.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Лям двести,1,0.0,0.0,134.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
МВика,1,0.0,0.0,61.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Максим,1,0.0,0.0,70.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Марат,3,0.0,0.0,95.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Марк,1,0.0,0.0,118.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Михаил Ю,2,0.0,0.0,98.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Настя дай ребай блат,4,0.0,0.0,69.25,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Наталья,1,0.0,0.0,84.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Отец Дмитрий,2,0.0,0.0,54.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Павлуша,1,0.0,0.0,93.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Палёвка,1,0.0,0.0,90.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Полинат,1,0.0,0.0,56.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Пётр 1,1,0.0,0.0,54.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Регент Трагг,1,0.0,0.0,84.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Руслан Ж.,1,0.0,0.0,85.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Сантьяго,1,0.0,0.0,62.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Север,1,0.0,0.0,47.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Степан,1,0.0,0.0,87.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Студент,1,0.0,0.0,57.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Сэм,1,0.0,0.0,67.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Талочка,1,0.0,0.0,39.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Тихий Лис,2,0.0,0.0,71.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Тома,1,0.0,0.0,72.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Фиш,1,0.0,0.0,36.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Фуфа,1,0.0,0.0,56.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Хэнк Муди,1,0.0,0.0,60.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
ЧЕРЕМША,1,0.0,0.0,96.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Эди не доехал,1,0.0,0.0,33.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0
ЭтоМойНик,1,0.0,0.0,48.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
базара нет,1,0.0,0.0,67.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
витя доезд,4,0.0,0.0,67.75,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
гофер,1,0.0,0.0,45.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
журналист,1,0.0,0.0,64.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
като,1,0.0,0.0,42.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
мурмяу007,1,0.0,0.0,69.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
𝓼𝓸𝓾𝓵,1,0.0,0.0,39.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
